Player,MLB_ID,Year,Max_EV,Avg_EV,Hard_Hit_Pct,Barrel_Pct,PA,AVG,OBP,SLG,OPS,wRC_Plus
"Rosario, Eddie",592696,2024,110.2,91.0,42.5,5.3,319.0,0.175,0.215,0.316,0.531,44.0
"Ruiz, Keibert",660688,2024,107.9,85.4,25.6,3.2,485.0,0.229,0.26,0.359,0.619,70.0
"Rutschman, Adley",668939,2024,109.3,88.2,36.6,6.1,638.0,0.25,0.318,0.391,0.709,103.0
"Santana, Carlos",467793,2024,113.6,89.2,39.9,7.3,594.0,0.238,0.328,0.42,0.749,113.0
"Santander, Anthony",623993,2024,114.4,89.8,41.6,11.7,665.0,0.235,0.308,0.506,0.814,128.0
"Schanuel, Nolan",694384,2024,105.9,86.1,25.4,3.5,607.0,0.25,0.343,0.362,0.706,105.0
"Schneider, Davis",676914,2024,109.3,88.6,38.0,12.0,454.0,0.191,0.282,0.343,0.625,80.0
"Schwarber, Kyle",656941,2024,115.6,93.6,55.5,15.6,692.0,0.248,0.366,0.485,0.851,134.0
"Scott II, Victor",687363,2024,107.1,88.4,33.3,5.7,,,,,,
"Seager, Corey",608369,2024,113.3,92.1,50.7,15.2,533.0,0.278,0.353,0.512,0.864,142.0
"Semien, Marcus",543760,2024,112.1,87.4,35.2,6.6,718.0,0.237,0.308,0.391,0.699,101.0
"Senzel, Nick",669222,2024,106.9,84.0,26.7,5.7,267.0,0.195,0.283,0.331,0.614,73.0
"Sheets, Gavin",657757,2024,110.0,87.8,35.3,5.7,501.0,0.233,0.303,0.357,0.66,88.0
"Siani, Michael",672279,2024,104.8,84.4,22.6,2.3,334.0,0.228,0.285,0.285,0.57,64.0
"Singleton, Jon",572138,2024,115.4,88.7,37.2,8.9,405.0,0.234,0.321,0.386,0.707,104.0
"Siri, Jose",642350,2024,111.0,87.5,41.6,14.7,448.0,0.187,0.255,0.366,0.62,78.0
"Slater, Austin",596103,2024,105.4,88.2,37.2,3.3,212.0,0.209,0.321,0.266,0.586,76.0
"Smith, Dominic",642086,2024,109.1,89.3,38.7,10.6,307.0,0.233,0.313,0.378,0.691,94.0
"Smith, Josh",669701,2024,108.0,87.8,37.1,3.7,592.0,0.258,0.337,0.394,0.731,112.0
"Smith, Pavin",656976,2024,112.1,90.2,44.0,14.7,,,,,,
"Smith, Will",669257,2024,109.1,89.4,42.0,10.8,544.0,0.248,0.327,0.433,0.76,109.0
"Soderstrom, Tyler",691016,2024,112.1,91.9,49.6,14.6,213.0,0.233,0.315,0.429,0.743,114.0
"Solano, Donovan",456781,2024,107.6,87.3,37.4,3.7,309.0,0.286,0.343,0.417,0.76,117.0
"Soler, Jorge",624585,2024,115.4,90.5,44.1,12.6,574.0,0.241,0.338,0.442,0.78,120.0
"Sosa, Edmundo",624641,2024,113.7,89.2,41.4,8.6,274.0,0.257,0.313,0.422,0.734,102.0
"Sosa, Lenyn",672820,2024,110.7,89.0,41.2,6.1,369.0,0.254,0.283,0.359,0.642,81.0
"Soto, Juan",665742,2024,115.7,94.2,57.0,19.7,713.0,0.288,0.419,0.569,0.989,181.0
"Springer, George",543807,2024,110.6,87.5,37.4,9.3,614.0,0.22,0.303,0.371,0.674,94.0
"Stallings, Jacob",607732,2024,107.2,86.6,34.4,7.2,281.0,0.263,0.357,0.453,0.81,113.0
"Stanton, Giancarlo",519317,2024,120.0,94.6,55.3,20.7,459.0,0.233,0.298,0.475,0.773,117.0
"Steer, Spencer",668715,2024,108.0,88.0,39.9,6.4,656.0,0.225,0.319,0.402,0.721,98.0
"Stephenson, Tyler",663886,2024,111.0,90.2,43.9,9.1,515.0,0.258,0.338,0.444,0.782,113.0
"Stewart, DJ",621466,2024,110.9,89.7,39.6,8.1,,,,,,
"Stott, Bryson",681082,2024,109.8,87.0,30.8,3.6,571.0,0.245,0.315,0.356,0.671,87.0
"Stowers, Kyle",669065,2024,109.7,91.0,51.3,10.9,209.0,0.208,0.268,0.333,0.601,68.0
"Stubbs, Garrett",596117,2024,98.9,79.7,9.6,0.0,,,,,,
"Suwinski, Jack",669261,2024,111.5,88.9,38.2,8.8,277.0,0.182,0.264,0.324,0.588,62.0
"Suzuki, Seiya",673548,2024,115.5,91.7,49.2,11.5,585.0,0.283,0.366,0.482,0.848,137.0
"Suárez, Eugenio",553993,2024,111.4,89.1,42.4,11.3,640.0,0.256,0.319,0.469,0.788,115.0
"Swanson, Dansby",621020,2024,109.8,89.4,42.7,9.2,593.0,0.242,0.312,0.39,0.701,97.0
"Sánchez, Gary",596142,2024,114.4,90.0,44.2,10.5,280.0,0.22,0.307,0.392,0.699,97.0
"Sánchez, Jesús",660821,2024,117.2,92.5,51.3,12.2,537.0,0.252,0.313,0.417,0.731,101.0
"Tatis Jr., Fernando",665487,2024,116.7,93.5,55.8,14.5,438.0,0.276,0.34,0.492,0.833,135.0
"Tauchman, Mike",643565,2024,110.3,89.0,41.0,7.4,350.0,0.248,0.357,0.366,0.723,110.0
"Taveras, Leody",665750,2024,110.1,89.0,35.5,5.9,529.0,0.229,0.289,0.352,0.641,84.0
"Taylor, Chris",621035,2024,108.5,85.9,28.6,7.1,246.0,0.202,0.298,0.3,0.598,73.0
"Taylor, Michael A.",572191,2024,111.8,89.3,40.1,11.6,300.0,0.193,0.253,0.29,0.543,50.0
"Taylor, Tyrone",621438,2024,110.7,87.3,35.3,7.1,345.0,0.248,0.299,0.401,0.701,97.0
"Tellez, Rowdy",642133,2024,115.5,89.4,36.5,8.0,421.0,0.243,0.299,0.392,0.691,90.0
"Tena, José",677588,2024,109.4,91.2,49.2,8.3,,,,,,
"Thaiss, Matt",642136,2024,109.7,86.6,40.0,8.0,,,,,,
"Thomas, Lane",657041,2024,111.0,88.8,40.6,7.4,528.0,0.237,0.309,0.4,0.709,99.0
"Toglia, Michael",669911,2024,112.0,92.1,50.2,17.3,458.0,0.218,0.311,0.456,0.767,98.0
"Torkelson, Spencer",679529,2024,109.0,89.0,39.7,6.7,381.0,0.219,0.295,0.374,0.669,91.0
"Toro, Abraham",647351,2024,109.9,87.2,29.6,4.3,364.0,0.24,0.293,0.35,0.643,87.0
"Torres, Gleyber",650402,2024,111.2,88.6,35.4,6.3,665.0,0.257,0.33,0.378,0.709,105.0
"Tovar, Ezequiel",678662,2024,110.6,88.8,39.8,9.0,695.0,0.269,0.295,0.469,0.763,94.0
"Trevino, Jose",624431,2024,107.8,88.1,35.1,5.3,234.0,0.215,0.288,0.354,0.642,85.0
"Triolo, Jared",669707,2024,108.0,88.4,39.1,5.3,446.0,0.216,0.296,0.315,0.611,72.0
"Tucker, Kyle",663656,2024,108.1,91.1,44.9,12.9,339.0,0.289,0.408,0.585,0.993,179.0
"Turang, Brice",668930,2024,107.8,87.0,29.7,2.4,619.0,0.254,0.316,0.349,0.665,88.0
"Turner, Justin",457759,2024,106.8,87.1,32.5,4.6,539.0,0.259,0.354,0.383,0.737,116.0
"Turner, Trea",607208,2024,110.6,89.1,40.7,6.9,539.0,0.295,0.338,0.469,0.807,123.0
"Urshela, Gio",570482,2024,109.0,86.4,28.4,4.9,461.0,0.25,0.286,0.361,0.647,80.0
"Urías, Ramón",602104,2024,109.5,88.3,38.5,8.7,301.0,0.254,0.322,0.423,0.745,114.0
"Valdez, Enmanuel",665839,2024,110.8,89.4,41.8,9.2,223.0,0.214,0.27,0.363,0.633,73.0
"Vargas, Ildemaro",545121,2024,108.5,87.0,31.9,1.2,303.0,0.246,0.295,0.316,0.611,72.0
"Vargas, Miguel",678246,2024,110.8,86.2,26.3,4.6,237.0,0.15,0.249,0.257,0.506,46.0
"Varsho, Daulton",662139,2024,110.2,86.1,34.0,6.2,513.0,0.214,0.293,0.407,0.7,99.0
"Vaughn, Andrew",683734,2024,112.2,90.3,43.3,9.3,619.0,0.246,0.297,0.402,0.699,97.0
"Velázquez, Nelson",676369,2024,111.0,88.2,38.1,8.8,230.0,0.2,0.274,0.366,0.64,78.0
"Verdugo, Alex",657077,2024,110.7,88.3,34.9,5.6,621.0,0.233,0.291,0.356,0.647,85.0
"Vientos, Mark",668901,2024,113.2,91.2,46.6,14.1,454.0,0.266,0.322,0.516,0.837,132.0
"Vierling, Matt",663837,2024,111.2,89.8,40.9,7.5,567.0,0.257,0.312,0.423,0.735,107.0
"Volpe, Anthony",683011,2024,108.7,87.7,35.4,3.9,689.0,0.243,0.293,0.364,0.657,87.0
"Vázquez, Christian",543877,2024,108.8,88.5,36.6,3.8,315.0,0.221,0.248,0.327,0.575,59.0
"Wade Jr., LaMonte",664774,2024,110.8,90.6,44.1,9.4,401.0,0.26,0.38,0.381,0.761,119.0
"Wade, Tyler",642180,2024,104.9,83.7,17.7,1.8,,,,,,
"Walker, Christian",572233,2024,113.9,91.2,48.0,13.3,552.0,0.251,0.335,0.468,0.803,120.0
"Walker, Jordan",691023,2024,115.5,91.2,43.1,9.5,,,,,,
"Wallner, Matt",670242,2024,116.8,92.8,53.2,17.5,261.0,0.259,0.372,0.523,0.894,154.0
"Walls, Taylor",670764,2024,104.4,86.1,24.0,3.2,252.0,0.183,0.282,0.248,0.529,60.0
"Ward, Taylor",621493,2024,109.4,90.9,42.4,13.0,663.0,0.246,0.323,0.426,0.748,112.0
"Wells, Austin",669224,2024,111.2,88.4,38.9,9.1,414.0,0.229,0.322,0.395,0.718,107.0
"Westburg, Jordan",676059,2024,111.2,91.1,46.1,11.8,447.0,0.264,0.312,0.481,0.792,124.0
"Winker, Jesse",608385,2024,109.2,88.6,37.4,7.6,508.0,0.253,0.36,0.405,0.764,118.0
"Winn, Masyn",691026,2024,111.1,87.0,32.7,3.7,637.0,0.267,0.314,0.416,0.73,104.0
"Wisdom, Patrick",621550,2024,112.7,90.9,48.5,15.8,,,,,,
"Wisely, Brett",689172,2024,107.0,86.8,31.6,5.2,272.0,0.238,0.278,0.345,0.623,75.0
"Witt Jr., Bobby",677951,2024,116.9,92.7,48.3,14.3,709.0,0.332,0.389,0.588,0.977,169.0
"Wong, Connor",657136,2024,109.1,86.5,34.5,6.3,487.0,0.28,0.333,0.425,0.758,112.0
"Yastrzemski, Mike",573262,2024,108.2,90.4,41.0,10.5,474.0,0.231,0.302,0.437,0.739,106.0
"Yelich, Christian",592885,2024,113.2,91.1,46.7,7.9,315.0,0.315,0.406,0.504,0.909,154.0
"Yepez, Juan",660766,2024,112.2,86.6,35.6,5.9,249.0,0.283,0.335,0.429,0.764,112.0
"Yoshida, Masataka",807799,2024,111.1,88.0,37.5,5.5,421.0,0.28,0.349,0.415,0.765,116.0
"Young, Jacob",696285,2024,106.7,85.8,28.9,1.6,521.0,0.256,0.316,0.331,0.648,84.0
"d'Arnaud, Travis",518595,2024,109.8,89.9,41.0,10.4,341.0,0.238,0.302,0.436,0.739,103.0
"Abrams, CJ",682928,2025,112.7,88.7,39.2,7.6,635.0,0.257,0.315,0.433,0.748,107.0
"Abreu, Wilyer",677800,2025,111.7,90.8,44.9,12.3,417.0,0.247,0.317,0.469,0.786,110.0
"Acuña Jr., Ronald",660670,2025,115.5,92.7,52.5,15.7,412.0,0.29,0.417,0.518,0.935,161.0
"Adames, Willy",642715,2025,110.2,88.9,42.8,12.6,686.0,0.225,0.318,0.421,0.74,108.0
"Adams, Riley",656180,2025,115.4,91.8,52.3,10.5,286.0,0.186,0.252,0.308,0.56,57.0
"Adell, Jo",666176,2025,115.7,91.7,50.0,17.3,573.0,0.236,0.293,0.485,0.778,112.0
"Albies, Ozzie",645277,2025,109.9,87.5,30.7,4.9,667.0,0.24,0.306,0.365,0.671,87.0
"Alexander, Blaze",677942,2025,110.7,90.2,43.2,12.8,266.0,0.23,0.323,0.383,0.706,99.0
"Allen, Nick",669397,2025,104.4,84.8,21.6,0.0,416.0,0.221,0.284,0.251,0.535,53.0
"Alonso, Pete",624413,2025,115.9,93.5,54.4,18.9,709.0,0.272,0.347,0.524,0.871,141.0
"Altuve, Jose",514888,2025,110.6,85.1,30.9,6.2,654.0,0.265,0.329,0.442,0.771,113.0
"Alvarez Jr., Nacho",805373,2025,108.2,84.9,26.8,1.4,208.0,0.234,0.296,0.33,0.626,76.0
"Alvarez, Francisco",682626,2025,115.0,93.1,54.3,12.1,277.0,0.256,0.339,0.447,0.787,124.0
"Alvarez, Yordan",670541,2025,115.4,94.7,52.9,13.8,,,,,,
"Andujar, Miguel",609280,2025,111.4,88.0,35.4,4.7,341.0,0.318,0.352,0.47,0.822,125.0
"Aranda, Jonathan",666018,2025,111.4,93.0,54.5,12.8,422.0,0.316,0.393,0.489,0.883,146.0
"Arcia, Orlando",606115,2025,108.0,87.4,33.8,2.5,214.0,0.202,0.238,0.291,0.529,33.0
"Arenado, Nolan",571448,2025,108.3,86.8,32.6,3.9,436.0,0.237,0.289,0.377,0.666,84.0
"Arias, Gabriel",672356,2025,112.8,90.2,43.3,11.3,471.0,0.22,0.274,0.363,0.638,77.0
"Arozarena, Randy",668227,2025,112.3,91.3,50.6,11.5,709.0,0.238,0.334,0.426,0.76,120.0
"Arraez, Luis",650333,2025,107.8,86.1,16.7,1.1,675.0,0.292,0.327,0.392,0.719,104.0
"Bader, Harrison",664056,2025,112.3,87.2,40.3,10.2,501.0,0.277,0.347,0.449,0.796,122.0
"Bailey, Patrick",672275,2025,109.8,88.2,36.4,5.6,452.0,0.222,0.277,0.325,0.602,70.0
"Bart, Joey",663698,2025,113.1,88.4,43.2,10.4,332.0,0.249,0.355,0.34,0.696,101.0
"Baty, Brett",683146,2025,115.6,90.7,46.9,12.8,432.0,0.254,0.313,0.435,0.748,111.0
"Bauers, Jake",641343,2025,112.6,91.7,45.6,13.6,218.0,0.235,0.353,0.399,0.752,114.0
"Bell, Josh",605137,2025,114.1,90.4,47.0,12.0,533.0,0.237,0.325,0.417,0.741,107.0
"Bellinger, Cody",641355,2025,110.2,88.3,37.9,7.5,656.0,0.272,0.334,0.48,0.813,125.0
"Benintendi, Andrew",643217,2025,108.5,88.0,36.9,11.0,470.0,0.24,0.307,0.431,0.738,103.0
"Benson, Will",666181,2025,111.4,92.4,53.8,15.4,253.0,0.226,0.273,0.435,0.708,85.0
"Betts, Mookie",605141,2025,108.4,89.1,35.8,5.5,663.0,0.258,0.326,0.406,0.732,104.0
"Bichette, Bo",666182,2025,112.3,91.0,48.8,7.9,628.0,0.311,0.357,0.483,0.84,134.0
"Bleday, JJ",668709,2025,109.9,88.7,38.7,7.8,344.0,0.212,0.294,0.404,0.698,90.0
"Bogaerts, Xander",593428,2025,112.2,89.0,39.2,6.9,552.0,0.263,0.328,0.391,0.72,104.0
"Bohm, Alec",664761,2025,109.6,90.8,46.4,6.2,504.0,0.287,0.331,0.409,0.741,105.0
"Bregman, Alex",608324,2025,109.6,90.1,44.4,6.6,495.0,0.273,0.36,0.462,0.821,125.0
"Burger, Jake",669394,2025,114.7,90.4,48.5,13.9,376.0,0.236,0.269,0.419,0.687,89.0
"Burleson, Alec",676475,2025,111.1,91.0,43.0,9.5,546.0,0.29,0.343,0.459,0.801,124.0
"Busch, Michael",683737,2025,111.9,92.2,47.3,17.1,592.0,0.261,0.343,0.523,0.866,140.0
"Butler, Lawrence",671732,2025,113.6,90.5,44.4,9.2,630.0,0.234,0.306,0.404,0.71,96.0
"Buxton, Byron",621439,2025,114.0,92.5,53.8,17.6,542.0,0.264,0.327,0.551,0.878,136.0
"Báez, Javier",595879,2025,110.0,88.2,39.9,5.5,437.0,0.257,0.282,0.398,0.68,86.0
"Caballero, José",676609,2025,114.4,86.0,30.6,5.9,370.0,0.236,0.339,0.347,0.686,97.0
"Call, Alex",669743,2025,109.9,88.2,28.9,4.4,322.0,0.267,0.361,0.385,0.746,113.0
"Caminero, Junior",691406,2025,116.7,92.4,51.4,14.0,653.0,0.264,0.311,0.535,0.846,129.0
"Canario, Alexander",672744,2025,112.1,87.4,43.8,12.4,234.0,0.218,0.274,0.338,0.611,68.0
"Canzone, Dominic",686527,2025,115.9,92.3,49.7,14.4,268.0,0.3,0.358,0.481,0.84,141.0
"Caratini, Victor",605170,2025,110.1,88.7,40.7,7.7,386.0,0.259,0.324,0.404,0.728,104.0
"Carlson, Dylan",666185,2025,108.0,88.4,30.5,6.7,241.0,0.203,0.278,0.336,0.614,74.0
"Carpenter, Kerry",681481,2025,109.5,91.4,46.8,12.5,464.0,0.252,0.291,0.497,0.788,115.0
"Carroll, Corbin",682998,2025,115.8,92.1,49.9,14.5,642.0,0.259,0.343,0.541,0.883,139.0
"Carter, Evan",694497,2025,111.1,86.7,34.6,5.9,220.0,0.247,0.336,0.392,0.728,107.0
"Castellanos, Nick",592206,2025,110.2,87.8,34.5,7.6,589.0,0.25,0.294,0.4,0.694,90.0
"Castro, Willi",650489,2025,111.9,86.7,37.3,6.5,454.0,0.226,0.313,0.366,0.679,92.0
"Chapman, Matt",656305,2025,113.5,92.2,47.6,9.9,535.0,0.231,0.34,0.43,0.77,118.0
"Chisholm Jr., Jazz",665862,2025,112.2,89.0,43.3,15.0,531.0,0.242,0.332,0.481,0.813,126.0
"Chourio, Jackson",694192,2025,113.7,89.3,42.3,9.7,589.0,0.27,0.308,0.463,0.77,111.0
"Clemens, Kody",665019,2025,109.8,91.5,48.3,12.0,386.0,0.213,0.281,0.434,0.715,95.0
"Clement, Ernie",676391,2025,108.9,86.6,26.0,2.4,588.0,0.277,0.313,0.398,0.711,98.0
"Conforto, Michael",624424,2025,112.9,89.9,44.0,9.7,486.0,0.199,0.305,0.333,0.637,83.0
"Contreras, William",661388,2025,114.1,91.1,48.5,6.4,659.0,0.26,0.355,0.399,0.754,113.0
"Contreras, Willson",575929,2025,114.7,90.6,49.0,13.9,563.0,0.257,0.344,0.447,0.791,124.0
"Correa, Carlos",621043,2025,112.6,90.5,45.9,6.8,584.0,0.276,0.332,0.402,0.734,106.0
"Cowser, Colton",681297,2025,113.7,90.9,46.0,14.1,360.0,0.196,0.269,0.385,0.655,83.0
"Crawford, J.P.",641487,2025,110.1,87.2,34.7,4.8,654.0,0.265,0.352,0.37,0.722,113.0
"Cronenworth, Jake",630105,2025,109.1,88.5,39.0,6.2,515.0,0.246,0.367,0.377,0.744,117.0
"Crow-Armstrong, Pete",691718,2025,113.2,89.5,41.6,13.0,647.0,0.247,0.287,0.481,0.768,109.0
"Cruz, Oneil",665833,2025,122.9,95.8,56.6,17.9,544.0,0.2,0.298,0.378,0.676,86.0
"Davis, Henry",680779,2025,111.6,88.6,37.4,11.5,283.0,0.167,0.234,0.278,0.512,41.0
"De La Cruz, Elly",682829,2025,117.4,91.0,44.2,10.2,699.0,0.264,0.336,0.44,0.777,109.0
"DeJong, Paul",657557,2025,110.6,88.1,39.7,10.3,208.0,0.228,0.269,0.373,0.642,76.0
"Devers, Rafael",646240,2025,114.5,93.5,56.1,16.0,729.0,0.252,0.372,0.479,0.851,135.0
"Diaz, Yainer",673237,2025,111.6,89.9,42.2,9.6,567.0,0.256,0.284,0.417,0.701,92.0
"Domínguez, Jasson",691176,2025,112.1,90.6,49.6,7.0,429.0,0.257,0.331,0.388,0.719,103.0
"Donovan, Brendan",680977,2025,109.6,89.7,40.9,8.8,515.0,0.287,0.353,0.422,0.775,119.0
"Doyle, Brenton",686668,2025,111.3,89.9,44.6,10.8,538.0,0.233,0.274,0.376,0.651,65.0
"Dubón, Mauricio",643289,2025,110.8,84.5,26.3,1.2,398.0,0.241,0.289,0.355,0.644,80.0
"Duran, Ezequiel",677649,2025,109.1,85.3,30.9,2.6,219.0,0.224,0.266,0.293,0.559,57.0
"Duran, Jarren",680776,2025,117.7,91.8,46.8,9.7,696.0,0.256,0.332,0.442,0.774,111.0
"Díaz, Elias",553869,2025,111.4,88.4,38.7,7.5,283.0,0.204,0.27,0.337,0.607,74.0
"Díaz, Yandy",650490,2025,113.6,93.0,52.5,8.3,651.0,0.3,0.366,0.482,0.848,135.0
"Edman, Tommy",669242,2025,108.6,88.3,39.9,4.5,377.0,0.225,0.274,0.382,0.655,81.0
"Edwards, Xavier",669364,2025,109.0,86.8,29.4,0.8,619.0,0.283,0.343,0.353,0.695,95.0
"Encarnacion-Strand, Christian",687952,2025,111.4,87.9,44.0,9.0,,,,,,
"Espinal, Santiago",669289,2025,107.4,86.5,25.7,0.7,328.0,0.243,0.292,0.282,0.575,58.0
"Estrada, Thairo",642731,2025,110.8,86.3,30.5,3.1,,,,,,
"Farmer, Kyle",571657,2025,105.8,87.0,35.2,6.1,300.0,0.227,0.28,0.365,0.645,65.0
"Fermin, Freddy",666023,2025,108.3,89.1,34.1,4.2,347.0,0.251,0.297,0.339,0.636,77.0
"Fitzgerald, Tyler",666149,2025,107.0,84.5,27.9,4.5,243.0,0.217,0.278,0.327,0.606,72.0
"Flores, Wilmer",527038,2025,108.6,85.9,26.9,4.8,463.0,0.241,0.307,0.379,0.686,95.0
"Fortes, Nick",663743,2025,111.3,87.5,37.9,4.6,242.0,0.229,0.296,0.349,0.644,80.0
"Fraley, Jake",641584,2025,108.5,85.2,34.5,4.9,217.0,0.241,0.332,0.382,0.714,97.0
"France, Ty",664034,2025,110.5,89.5,44.2,7.7,490.0,0.257,0.32,0.36,0.681,92.0
"Frazier, Adam",624428,2025,104.6,85.3,20.6,2.0,459.0,0.267,0.319,0.365,0.684,89.0
"Freeman, Freddie",518692,2025,114.1,90.9,45.7,10.4,627.0,0.295,0.367,0.502,0.869,139.0
"Freeman, Tyler",671289,2025,109.6,90.1,40.4,2.1,428.0,0.281,0.354,0.361,0.715,91.0
"Frelick, Sal",686217,2025,109.1,85.5,27.4,3.1,594.0,0.288,0.351,0.405,0.756,114.0
"Friedl, TJ",670770,2025,107.6,87.1,32.1,2.7,685.0,0.261,0.364,0.378,0.742,109.0
"Garcia, Maikel",672580,2025,110.3,91.3,45.1,5.6,666.0,0.286,0.351,0.449,0.8,121.0
"García Jr., Luis",671277,2025,111.7,90.2,45.8,9.0,526.0,0.252,0.289,0.412,0.701,91.0
"García, Adolis",666969,2025,113.6,92.1,46.7,11.6,547.0,0.227,0.271,0.394,0.665,83.0
"Garver, Mitch",641598,2025,108.7,91.5,46.9,7.9,290.0,0.209,0.297,0.343,0.639,86.0
"Giménez, Andrés",665926,2025,106.6,86.3,27.7,3.0,369.0,0.21,0.285,0.313,0.598,70.0
"Goldschmidt, Paul",502671,2025,111.2,90.4,43.7,7.9,534.0,0.274,0.328,0.403,0.731,103.0
"Gonzales, Nick",693304,2025,109.9,88.8,38.8,4.5,408.0,0.26,0.299,0.362,0.661,82.0
"Gonzalez, Romy",663853,2025,112.6,93.3,57.3,12.6,341.0,0.305,0.343,0.483,0.826,123.0
"Goodman, Hunter",696100,2025,116.2,90.8,46.9,12.8,579.0,0.278,0.323,0.52,0.843,118.0
"Gorman, Nolan",669357,2025,111.6,89.6,41.1,9.1,402.0,0.205,0.296,0.37,0.666,88.0
"Greene, Riley",682985,2025,115.1,89.9,45.5,17.1,655.0,0.258,0.313,0.493,0.806,121.0
"Grichuk, Randal",545341,2025,115.5,92.4,49.5,11.7,293.0,0.228,0.273,0.401,0.674,82.0
"Grisham, Trent",663757,2025,109.8,91.1,46.4,14.2,581.0,0.235,0.348,0.464,0.811,129.0
"Guerrero Jr., Vladimir",665489,2025,120.4,92.0,50.7,12.2,680.0,0.292,0.381,0.467,0.848,137.0
"Gurriel Jr., Lourdes",666971,2025,109.1,87.8,38.3,7.2,546.0,0.248,0.295,0.418,0.713,95.0
"Haggerty, Sam",664059,2025,110.1,88.3,42.1,2.4,,,,,,
"Hamilton, David",666152,2025,108.1,86.6,27.8,6.0,,,,,,
"Happ, Ian",664023,2025,112.0,90.0,44.4,10.4,663.0,0.243,0.342,0.42,0.762,116.0
"Harper, Bryce",547180,2025,113.8,91.3,47.5,12.3,580.0,0.261,0.357,0.487,0.844,131.0
"Harris II, Michael",671739,2025,114.1,90.2,43.4,9.1,641.0,0.249,0.268,0.409,0.678,83.0
"Hayes, Ke'Bryan",663647,2025,109.7,89.3,42.5,4.5,570.0,0.235,0.29,0.306,0.595,65.0
"Hays, Austin",669720,2025,109.2,88.8,38.4,10.4,416.0,0.266,0.315,0.453,0.768,105.0
"Hedges, Austin",595978,2025,108.6,88.2,32.2,3.4,,,,,,
"Heim, Jonah",641680,2025,109.6,88.1,35.9,6.1,433.0,0.213,0.271,0.332,0.602,69.0
"Heineman, Tyler",623168,2025,104.5,84.4,22.4,3.2,,,,,,
"Henderson, Gunnar",683002,2025,113.9,92.1,49.2,8.5,651.0,0.274,0.349,0.438,0.787,120.0
"Hernaiz, Darell",687231,2025,109.2,85.0,30.1,3.2,,,,,,
"Hernández, Enrique",571771,2025,111.0,90.3,37.6,9.4,256.0,0.203,0.255,0.366,0.621,70.0
"Hernández, Teoscar",606192,2025,112.5,90.2,46.1,11.5,546.0,0.247,0.284,0.454,0.738,102.0
"Herrera, Iván",671056,2025,113.0,91.2,47.7,11.0,452.0,0.284,0.373,0.464,0.837,137.0
"Herrera, Jose",645444,2025,106.1,83.9,22.6,0.8,204.0,0.187,0.285,0.259,0.544,57.0
"Higashioka, Kyle",543309,2025,108.8,88.9,39.1,8.6,327.0,0.241,0.291,0.403,0.693,93.0
"Hoerner, Nico",663538,2025,108.1,86.7,30.3,2.3,649.0,0.297,0.345,0.394,0.739,109.0
"Horwitz, Spencer",687462,2025,107.3,87.4,36.0,8.2,411.0,0.272,0.353,0.434,0.787,119.0
"Hoskins, Rhys",656555,2025,111.1,90.2,46.4,10.3,328.0,0.237,0.332,0.416,0.748,109.0
"Ibáñez, Andy",628451,2025,108.9,88.9,36.4,4.6,,,,,,
"Iglesias, Jose",578428,2025,109.5,84.0,28.5,2.0,343.0,0.229,0.298,0.294,0.592,73.0
"India, Jonathan",663697,2025,110.8,87.9,36.8,5.8,567.0,0.233,0.323,0.346,0.669,89.0
"Isbel, Kyle",664728,2025,109.5,87.8,36.1,1.6,409.0,0.255,0.301,0.353,0.654,79.0
"Jansen, Danny",643376,2025,107.4,87.6,39.0,8.8,337.0,0.215,0.321,0.399,0.721,103.0
"Jeffers, Ryan",680777,2025,111.0,89.3,42.1,6.3,464.0,0.266,0.356,0.397,0.752,113.0
"Jones, Nolan",666134,2025,112.7,90.8,46.7,8.5,403.0,0.211,0.296,0.304,0.6,72.0
"Judge, Aaron",592450,2025,118.1,95.4,58.2,24.7,679.0,0.331,0.457,0.688,1.144,204.0
"Julien, Edouard",666397,2025,110.1,89.2,42.3,12.2,208.0,0.22,0.309,0.324,0.633,81.0
"Jung, Josh",673962,2025,111.2,89.3,46.7,8.2,511.0,0.251,0.294,0.39,0.684,91.0
"Keith, Colt",690993,2025,110.0,90.0,43.7,9.2,468.0,0.256,0.333,0.413,0.746,109.0
"Kelly, Carson",608348,2025,110.1,88.8,40.3,9.6,421.0,0.249,0.333,0.428,0.761,115.0
"Kepler, Max",596146,2025,111.8,90.8,44.7,11.6,474.0,0.216,0.3,0.391,0.691,90.0
"Kim, Ha-Seong",673490,2025,108.5,89.7,43.3,5.2,,,,,,
"Kiner-Falefa, Isiah",643396,2025,106.3,84.6,27.5,1.4,459.0,0.262,0.297,0.334,0.631,75.0
"Kirk, Alejandro",672386,2025,112.0,91.1,50.8,10.1,506.0,0.282,0.348,0.421,0.769,116.0
"Kjerstad, Heston",677008,2025,106.8,88.8,41.1,8.0,,,,,,
"Kwan, Steven",680757,2025,104.2,86.2,19.3,1.9,693.0,0.272,0.33,0.374,0.705,99.0
"Langeliers, Shea",669127,2025,114.5,90.9,44.9,11.2,523.0,0.277,0.325,0.536,0.861,132.0
"Langford, Wyatt",694671,2025,113.1,91.4,48.4,14.0,573.0,0.241,0.344,0.431,0.775,118.0
"Larnach, Trevor",663616,2025,113.3,90.9,45.7,7.2,567.0,0.25,0.323,0.404,0.727,102.0
